Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
202.79	4.5710	1433.4	0.00069763	4.4304	4.6976	27.707	20.417	155.39	225.17	2.2582	7.4007e-05	0.036496	0.00061409	450.52	0.0022196	7.2438	8.0941	44.456	23.528	185.28	141.16	11.482	2.4608e-05	0.016615
202.86	4.5801	1431.4	0.00069864	4.4370	4.7052	27.742	20.443	156.69	224.45	2.2732	7.3817e-05	0.036460	0.00060620	452.21	0.0022114	7.2388	8.0875	44.415	23.558	187.16	141.12	11.455	2.4650e-05	0.016692
202.93	4.5892	1429.3	0.00069966	4.4437	4.7128	27.777	20.468	158.01	223.73	2.2883	7.3627e-05	0.036424	0.00059834	453.90	0.0022031	7.2337	8.0810	44.375	23.588	189.08	141.08	11.428	2.4693e-05	0.016770
203.00	4.5983	1427.2	0.00070068	4.4504	4.7204	27.811	20.494	159.35	223.01	2.3036	7.3437e-05	0.036388	0.00059052	455.61	0.0021949	7.2286	8.0743	44.334	23.619	191.04	141.04	11.401	2.4735e-05	0.016849
203.06	4.6073	1425.1	0.00070171	4.4571	4.7280	27.847	20.521	160.73	222.28	2.3190	7.3246e-05	0.036353	0.00058273	457.32	0.0021866	7.2235	8.0677	44.293	23.650	193.04	141.00	11.374	2.4778e-05	0.016928
203.13	4.6164	1423.0	0.00070275	4.4638	4.7357	27.882	20.547	162.14	221.56	2.3346	7.3055e-05	0.036318	0.00057497	459.05	0.0021784	7.2183	8.0610	44.252	23.681	195.08	140.95	11.346	2.4822e-05	0.017009
203.20	4.6255	1420.9	0.00070379	4.4706	4.7434	27.917	20.574	163.57	220.83	2.3503	7.2863e-05	0.036284	0.00056725	460.78	0.0021702	7.2130	8.0542	44.210	23.712	197.16	140.91	11.319	2.4865e-05	0.017091
203.27	4.6346	1418.7	0.00070485	4.4774	4.7511	27.952	20.602	165.04	220.11	2.3661	7.2671e-05	0.036250	0.00055955	462.53	0.0021620	7.2078	8.0475	44.169	23.743	199.28	140.87	11.291	2.4909e-05	0.017174
203.34	4.6437	1416.6	0.00070591	4.4842	4.7589	27.988	20.629	166.54	219.38	2.3821	7.2479e-05	0.036217	0.00055190	464.29	0.0021538	7.2025	8.0406	44.127	23.774	201.45	140.83	11.264	2.4953e-05	0.017257
203.41	4.6528	1414.5	0.00070698	4.4910	4.7667	28.023	20.657	168.07	218.65	2.3982	7.2286e-05	0.036184	0.00054427	466.06	0.0021456	7.1972	8.0337	44.085	23.806	203.66	140.78	11.236	2.4998e-05	0.017342
203.48	4.6619	1412.3	0.00070806	4.4979	4.7745	28.059	20.686	169.64	217.92	2.4145	7.2092e-05	0.036152	0.00053668	467.85	0.0021375	7.1918	8.0268	44.043	23.838	205.93	140.74	11.209	2.5043e-05	0.017428
203.54	4.6709	1410.1	0.00070916	4.5048	4.7823	28.095	20.714	171.24	217.19	2.4309	7.1898e-05	0.036120	0.00052912	469.64	0.0021293	7.1864	8.0198	44.001	23.870	208.24	140.70	11.181	2.5088e-05	0.017515
